City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Devonport,AU,-41.1667,146.35,44.78,90,31,2.71,scattered clouds
349,Ulaangom,MN,49.9811,92.0667,12.34,78,2,2.68,clear sky
350,Yumen,CN,40.2833,97.2,16.95,47,0,9.78,clear sky
351,Manzil Salim,TN,35.8567,8.4765,55.4,42,0,4.18,clear sky
352,Ambulu,ID,-8.345,113.6058,77.16,90,98,2.77,overcast clouds
353,Dhidhdhoo,MV,6.8833,73.1,81.07,81,100,14.83,overcast clouds
354,Puerto Asis,CO,0.5133,-76.5007,90.16,47,92,2.24,overcast clouds
355,Caravelas,BR,-17.7125,-39.2481,79.05,64,87,8.46,overcast clouds
356,Oneonta,US,42.4529,-75.0638,58.08,40,0,1.99,clear sky
357,Vestmanna,FO,62.1564,-7.1664,40.12,93,90,4.61,overcast clouds
358,Nova Russas,BR,-4.7067,-40.5631,93.38,36,92,0.85,overcast clouds
359,Olafsvik,IS,64.8945,-23.7142,33.31,76,97,20.13,overcast clouds
360,Mana,GF,5.6592,-53.7767,83.35,73,95,11.39,overcast clouds
361,El Alto,PE,-4.2714,-81.2147,71.26,72,72,19.46,broken clouds
362,Vanino,RU,49.0869,140.2543,27.14,38,88,4.63,overcast clouds
363,Kastamonu,TR,41.5,33.6667,54.16,72,100,1.01,overcast clouds
364,Tahe,CN,52.3333,124.7333,14.77,77,23,2.01,few clouds
365,Palauig,PH,15.435,119.9045,80.96,77,84,4.03,broken clouds
366,Moron,AR,-34.6534,-58.6198,79.02,53,13,3.0,few clouds
367,Dzilam Gonzalez,MX,21.2833,-88.9333,80.08,58,31,8.3,scattered clouds
368,Maniitsoq,GL,65.4167,-52.9,24.85,57,1,5.73,clear sky
369,Tessalit,ML,20.1986,1.0114,88.59,14,20,6.04,few clouds
370,Beipiao,CN,41.7919,120.7792,21.07,91,100,22.24,light snow
371,Newtownards,GB,54.5924,-5.6909,49.95,77,75,1.01,broken clouds
372,Komsomolskiy,UZ,40.4272,71.7189,36.82,75,75,4.61,mist
373,Nola,IT,40.922,14.5329,74.37,56,29,4.14,scattered clouds
374,Tacuarembo,UY,-31.7333,-55.9833,70.9,58,16,8.55,few clouds
375,Kaliua,TZ,-5.0606,31.7936,75.16,29,98,3.76,overcast clouds
376,La Ronge,CA,55.1001,-105.2842,30.45,86,40,0.0,scattered clouds
377,Cap Malheureux,MU,-19.9842,57.6142,77.49,76,9,5.99,clear sky
378,Norman Wells,CA,65.282,-126.8329,15.84,86,90,10.36,light snow
379,North Branch,US,45.5113,-92.9802,59.23,77,100,11.86,overcast clouds
380,Beringovskiy,RU,63.05,179.3167,13.71,89,34,4.07,scattered clouds
381,Helong,CN,42.5397,128.9972,40.12,95,100,3.44,light rain
382,Pombas,CV,17.1503,-25.0201,76.78,75,89,14.83,overcast clouds
383,Valparaiso,CL,-33.0393,-71.6273,71.83,57,0,8.05,clear sky
384,Luangwa,ZM,-15.6167,30.4167,86.5,23,5,3.06,clear sky
385,Kalmunai,LK,7.4167,81.8167,77.11,88,100,4.12,heavy intensity rain
386,Pukhrayan,IN,26.2333,79.85,70.34,42,54,4.21,broken clouds
387,Arkhangelskoye,RU,55.8549,35.3287,41.7,93,100,12.68,light rain
388,Inuvik,CA,68.3499,-133.7218,11.26,85,90,2.3,light snow
389,Lago Da Pedra,BR,-4.3333,-45.1667,88.02,53,78,2.93,light rain
390,Cabo San Lucas,MX,22.8909,-109.9124,90.52,47,12,1.05,few clouds
391,Chapais,CA,49.7834,-74.8492,38.98,89,100,7.49,overcast clouds
392,Konstantinovskoye,RU,45.2992,42.6367,50.58,73,100,5.5,overcast clouds
393,Novyy Urengoy,RU,66.0833,76.6333,33.24,97,100,17.65,light snow
394,Srednekolymsk,RU,67.45,153.6833,4.44,96,100,14.43,light snow
395,Kelo,TD,9.3086,15.8066,80.89,60,93,4.36,overcast clouds
396,Urucara,BR,-2.5364,-57.76,90.88,50,71,2.53,broken clouds
397,Cadillac,US,44.2519,-85.4012,61.83,55,1,10.36,clear sky
398,Hammerfest,NO,70.6634,23.6821,30.65,80,75,3.44,light shower snow
399,Dicabisagan,PH,17.0818,122.4157,80.69,84,94,4.54,overcast clouds
400,Phalaborwa,ZA,-23.943,31.1411,85.28,29,39,5.35,scattered clouds
401,Waitara,NZ,-38.925,174.25,56.71,91,38,4.12,scattered clouds
402,Taoudenni,ML,22.6783,-3.9836,82.74,18,0,9.04,clear sky
403,Ola,RU,59.5833,151.2833,23.7,81,100,9.37,light snow
404,Antofagasta,CL,-23.65,-70.4,70.21,55,21,10.07,few clouds
405,Alenquer,BR,-1.9417,-54.7383,88.14,54,81,3.98,broken clouds
406,Port Hedland,AU,-20.3167,118.5667,75.25,78,11,10.36,few clouds
407,Portland,US,45.5234,-122.6762,48.61,89,75,3.0,broken clouds
408,Lubuagan,PH,17.3548,121.1747,67.28,92,19,2.15,few clouds
409,Veraval,IN,20.9,70.3667,80.08,48,93,8.61,overcast clouds
410,Muroto,JP,33.2833,134.15,70.11,70,60,22.68,broken clouds
411,Nacala,MZ,-14.5428,40.6728,77.04,87,20,8.14,few clouds
412,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,69,75,14.97,broken clouds
413,Nador,MA,35.174,-2.9287,55.65,62,0,2.3,clear sky
414,Mocuba,MZ,-16.8392,36.9856,75.31,65,4,6.04,clear sky
415,Pytalovo,RU,57.0679,27.9138,41.9,94,100,12.57,overcast clouds
416,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,78,40,10.36,scattered clouds
417,Stokmarknes,NO,68.5646,14.9108,33.78,64,0,5.75,clear sky
418,Bataipora,BR,-22.2953,-53.2711,90.7,44,34,5.77,scattered clouds
419,Nikitinskiy,RU,54.5845,86.0115,28.08,71,97,17.2,overcast clouds
420,Botro,CI,7.8525,-5.3106,87.28,54,21,3.6,few clouds
421,Gouyave,GD,12.1646,-61.7296,86.77,66,40,20.71,scattered clouds
422,Igbo Ora,NG,7.4333,3.2833,84.07,59,99,3.18,overcast clouds
423,Hare Bay,CA,48.8499,-54.0148,49.35,71,95,12.5,overcast clouds
424,Airai,TL,-8.9266,125.4092,63.82,92,88,0.96,overcast clouds
425,Yubari,JP,43.0378,141.9578,32.5,81,89,3.11,overcast clouds
426,Padang,ID,-0.9492,100.3543,75.25,86,100,4.65,light rain
427,Choix,MX,26.7092,-108.3219,92.75,25,4,4.43,clear sky
428,Bismil,TR,37.8486,40.6658,56.93,37,0,2.19,clear sky
429,Puerto Escondido,MX,15.85,-97.0667,83.23,69,1,9.22,clear sky
430,Erzin,TR,36.9559,36.2,65.12,30,100,4.56,overcast clouds
431,Monte Alegre,BR,-2.0078,-54.0692,89.15,53,99,1.7,overcast clouds
432,Careiro Da Varzea,BR,-3.2003,-59.8119,88.43,53,76,0.65,broken clouds
433,Fare,PF,-16.7,-151.0167,79.21,73,3,6.82,clear sky
434,Akcaabat,TR,41.0212,39.5715,58.87,82,40,3.44,scattered clouds
435,Maltahohe,NA,-24.8333,16.9833,67.15,15,72,17.13,broken clouds
436,Zhuhai,CN,22.2769,113.5678,75.06,88,75,24.16,light rain
437,Hot Springs,US,34.5037,-93.0552,66.67,47,1,5.99,clear sky
438,Mahibadhoo,MV,3.7833,72.9667,82.6,76,100,18.16,overcast clouds
439,Coquimbo,CL,-29.9533,-71.3436,62.33,67,20,14.97,few clouds
440,Orikum,AL,40.3253,19.4714,70.61,58,10,5.06,clear sky
441,Sao Filipe,CV,14.8961,-24.4956,79.32,72,46,8.97,scattered clouds
442,Beruwala,LK,6.4788,79.9828,77.43,86,100,13.4,moderate rain
443,Ayr,GB,55.4627,-4.6339,49.98,62,20,20.71,few clouds
444,Sunndalsora,NO,62.6754,8.5515,36.25,82,100,7.61,overcast clouds
445,Tete,MZ,-16.1564,33.5867,100.49,16,0,11.5,clear sky
446,Mecca,SA,21.4267,39.8261,80.02,57,0,2.91,clear sky
447,Havelock,US,34.8791,-76.9013,59.05,82,100,8.01,overcast clouds
448,Karasjok,NO,69.4719,25.5112,28.51,92,28,4.68,scattered clouds
449,Plaridel,PH,14.8872,120.8572,80.91,85,37,4.32,heavy intensity rain
450,Adrar,MR,20.5022,-10.0711,77.16,20,2,6.87,clear sky
451,Acapulco,MX,16.8634,-99.8901,85.82,70,40,8.05,scattered clouds
452,George Town,MY,5.4112,100.3354,78.73,95,40,0.0,scattered clouds
453,Kulunda,RU,52.566,78.9385,29.01,64,100,13.13,overcast clouds
454,Leningradskiy,RU,69.3833,178.4167,3.15,85,60,5.68,broken clouds
455,Batangafo,CF,7.3008,18.2833,80.89,59,100,1.59,overcast clouds
456,Westport,US,41.1415,-73.3579,57.63,50,1,3.0,clear sky
457,Temple,US,31.0982,-97.3428,72.37,55,1,4.0,clear sky
458,Kuryk,KZ,43.2,51.65,46.67,38,100,6.17,overcast clouds
459,Storforshei,NO,66.4043,14.5233,14.45,89,13,4.45,few clouds
460,Bandarbeyla,SO,9.4942,50.8122,78.48,71,9,12.37,clear sky
461,Shenkursk,RU,62.1091,42.896,34.9,87,100,7.0,overcast clouds
462,Sheridan,US,44.8333,-106.9173,48.38,64,90,1.01,overcast clouds
463,Erenhot,CN,43.6475,111.9767,11.88,84,5,8.19,clear sky
464,Grimma,DE,51.2333,12.7167,46.9,80,100,15.97,overcast clouds
465,Sawang Daen Din,TH,17.4753,103.4575,84.07,99,15,6.49,few clouds
466,Cacador,BR,-26.7753,-51.015,71.2,81,46,1.25,scattered clouds
467,Bereda,ES,43.2686,-7.5406,51.55,91,100,4.09,overcast clouds
468,Villarrobledo,ES,39.2699,-2.6012,47.86,57,60,11.95,broken clouds
469,Nipawin,CA,53.3668,-104.0009,39.24,87,1,13.8,clear sky
470,Matara,LK,5.9485,80.5353,76.21,90,100,13.82,overcast clouds
471,High Rock,BS,26.6208,-78.2833,68.02,80,100,21.25,overcast clouds
472,Markova,UA,48.6758,24.4138,36.99,93,32,4.61,scattered clouds
473,Bonga,ET,7.2833,36.2333,60.84,98,100,1.77,overcast clouds
474,Gainesville,US,29.6516,-82.3248,67.68,66,75,11.5,broken clouds
475,Valley City,US,46.9233,-98.0032,58.19,44,1,11.5,clear sky
476,Mama,RU,58.3106,112.8986,21.33,95,100,8.57,light snow
477,Monrovia,LR,6.3005,-10.7969,83.97,81,100,8.95,overcast clouds
478,Tura,IN,25.5198,90.2201,61.93,87,6,4.0,clear sky
479,Rosario,AR,-32.9468,-60.6393,80.6,44,0,2.3,clear sky
480,Taranagar,IN,28.6709,75.0351,75.7,26,0,4.52,clear sky
481,Rocha,UY,-34.4833,-54.3333,65.71,57,9,9.62,clear sky
482,Kavaratti,IN,10.5669,72.642,81.54,71,98,4.18,overcast clouds
483,Sokolka,PL,53.4072,23.5023,43.66,83,100,15.1,overcast clouds
484,Avera,US,33.194,-82.5271,67.44,30,0,12.17,clear sky
485,Kirkwood,US,38.5834,-90.4068,68.29,48,40,1.99,scattered clouds
486,Port Macquarie,AU,-31.4333,152.9167,66.09,94,90,0.0,light rain
487,Tshikapa,CD,-6.4167,20.8,69.03,90,100,1.43,overcast clouds
488,Imbituba,BR,-28.24,-48.6703,69.69,67,69,9.64,broken clouds
489,Ormara,PK,25.2088,64.6357,78.85,50,0,8.59,clear sky
490,Barcelos,PT,41.5388,-8.6151,58.91,64,19,4.25,few clouds
491,Namakkal,IN,11.2213,78.1652,73.45,90,100,3.44,overcast clouds
492,Gweta,BW,-20.1833,25.2333,86.81,28,91,5.32,overcast clouds
493,Port Lincoln,AU,-34.7333,135.8667,51.78,70,6,4.59,clear sky
494,Itarema,BR,-2.9248,-39.9167,84.27,65,94,15.84,overcast clouds
495,Whitehorse,CA,60.7161,-135.0538,11.17,85,40,2.3,fog
496,Chulym,RU,55.0997,80.9572,26.74,77,96,15.68,overcast clouds
497,Guarapari,BR,-20.6667,-40.4975,76.89,77,100,4.29,overcast clouds
498,Nagram,IN,26.6167,81.1333,64.45,47,74,4.38,broken clouds
499,Tokur,RU,53.1333,132.9,3.99,93,43,2.28,scattered clouds
500,Berbera,SO,10.4396,45.0143,82.92,58,5,0.49,clear sky
501,South Lake Tahoe,US,38.9332,-119.9844,46.8,60,75,11.5,broken clouds
502,Kiama,AU,-34.6833,150.8667,65.37,95,100,0.96,light rain
503,Artesia,US,33.8658,-118.0831,71.47,77,90,1.01,haze
504,Gravdal,NO,68.1214,13.5031,33.48,93,20,4.61,few clouds
505,Gat,IL,31.61,34.7642,77.4,39,0,4.5,clear sky
506,Talnakh,RU,69.4865,88.3972,28.44,98,100,5.79,snow
507,Palenque,MX,17.5167,-91.9667,80.76,61,40,0.0,scattered clouds
508,Mlonggo,ID,-6.5333,110.7,81.1,78,100,5.46,overcast clouds
509,Plouzane,FR,48.3833,-4.6167,53.08,90,0,1.14,clear sky
510,Port Pirie,AU,-33.1833,138.0167,53.69,81,83,6.17,broken clouds
511,Khani,GE,41.9563,42.9566,47.77,87,32,2.53,scattered clouds
512,Nanticoke,US,41.2054,-76.0049,58.57,46,2,1.01,clear sky
513,Mattru,SL,7.6244,-11.8332,76.91,91,53,4.85,light rain
514,Miandrivazo,MG,-19.5167,45.4667,80.04,81,14,7.16,few clouds
515,Saint Anthony,US,45.0205,-93.218,59.79,72,1,3.0,clear sky
516,Vostok,RU,46.4856,135.8833,23.63,34,100,1.5,overcast clouds
517,Preili,LV,56.2944,26.7246,41.74,91,100,14.41,overcast clouds
518,Lahaina,US,20.8783,-156.6825,78.8,80,1,9.17,clear sky
519,Fiumicino,IT,41.7675,12.2291,69.98,69,75,11.5,broken clouds
520,Sandy Bay,AU,-42.913,147.3532,49.3,86,75,4.61,broken clouds
521,Gimli,CA,50.6336,-96.9907,50.43,87,48,3.44,scattered clouds
522,Khasan,RU,42.4308,130.6434,44.13,76,100,8.77,overcast clouds
523,Dvinskoy,RU,62.1535,45.1175,34.21,87,92,7.83,overcast clouds
524,Chernyshevskiy,RU,63.0128,112.4714,21.83,94,100,12.12,light snow
525,Aklavik,CA,68.2191,-135.0107,11.23,85,90,2.3,light snow
526,Vanimo,PG,-2.6741,141.3028,77.58,89,11,4.03,few clouds
527,Taltal,CL,-25.4,-70.4833,66.04,65,24,8.72,few clouds
528,Griffith,US,41.5284,-87.4237,66.18,55,1,3.0,clear sky
529,Lexington Park,US,38.2668,-76.4538,56.88,66,75,3.0,broken clouds
530,Changping,CN,40.2186,116.2197,29.84,70,75,12.82,broken clouds
531,Jalu,LY,29.0331,21.5482,71.73,39,0,7.11,clear sky
532,Killybegs,IE,54.6333,-8.45,48.45,77,82,6.33,broken clouds
533,Guerrero Negro,MX,27.9769,-114.0611,71.92,60,62,6.24,broken clouds
534,Morondava,MG,-20.2833,44.2833,78.98,85,84,6.35,broken clouds
535,Filingue,NE,14.3521,3.3168,90.3,10,46,4.9,scattered clouds
536,Palmer,US,42.1584,-72.3287,58.26,36,20,1.01,few clouds
537,Pedernales,DO,18.0384,-71.744,85.03,65,100,5.26,overcast clouds
538,Fomboni,KM,-12.28,43.7425,80.58,73,88,11.48,overcast clouds
539,Marrakesh,MA,31.6315,-8.0083,64.47,22,20,5.75,few clouds
540,Manokwari,ID,-0.8667,134.0833,79.88,72,100,3.74,overcast clouds
541,Vikhorevka,RU,56.1201,101.1636,31.59,90,100,12.91,light snow
542,Trabzon,TR,40.9167,39.8333,51.89,88,40,3.44,scattered clouds
543,Sergeyevka,KZ,53.88,67.4158,34.25,32,100,21.74,overcast clouds
544,Sisimiut,GL,66.9395,-53.6735,18.25,75,16,8.55,few clouds
545,Fontenay-Le-Comte,FR,46.5833,-1.0,55.44,87,51,7.07,broken clouds
546,Kupang,ID,-10.1667,123.5833,80.58,77,37,4.79,scattered clouds
547,Kirakira,SB,-10.4544,161.9205,80.04,79,9,5.73,clear sky
548,Louis Trichardt,ZA,-23.0439,29.9032,78.42,39,100,5.23,overcast clouds
549,Mingguang,CN,32.7802,117.9638,35.73,69,8,13.56,light rain
550,Ostrovnoy,RU,68.0531,39.5131,27.97,85,100,9.82,light snow
551,San Carlos De Bariloche,AR,-41.1456,-71.3082,65.95,30,20,23.02,few clouds
552,Crotone,IT,39.0851,17.1178,64.35,100,90,4.61,fog
553,Bose,IT,45.4612,8.0137,48.31,66,5,3.98,clear sky
554,Itoman,JP,26.1247,127.6694,75.22,72,75,4.61,broken clouds
555,Thanh Hoa,VN,19.8,105.7667,72.3,87,21,15.79,few clouds
556,Fairbanks,US,64.8378,-147.7164,24.1,93,90,0.0,mist
557,Emporia,US,38.4039,-96.1817,70.0,43,1,20.71,clear sky
558,Kurilsk,RU,45.2333,147.8833,37.04,68,12,4.36,few clouds
559,Listvyanskiy,RU,54.4399,83.4984,31.19,79,41,16.06,scattered clouds
560,Dehui,CN,44.5333,125.7,26.91,96,100,14.9,snow
561,Solhan,TR,38.9634,41.0293,49.8,46,7,5.1,clear sky
562,Pangai,TO,-19.8,-174.35,78.91,78,75,20.71,light rain
563,Hofn,IS,64.2539,-15.2082,35.98,77,100,9.93,overcast clouds
564,Ucluelet,CA,48.9329,-125.5528,44.1,88,100,11.72,overcast clouds
565,Shingu,JP,33.7333,135.9833,65.03,80,3,12.26,clear sky
566,Shasta Lake,US,40.6804,-122.3708,54.93,57,100,2.28,overcast clouds
567,Kyra,RU,49.5776,111.9753,16.2,84,13,3.49,few clouds
568,Maceio,BR,-9.6658,-35.7353,90.84,62,75,18.41,broken clouds
569,Remanso,BR,-9.6179,-42.0831,79.95,67,96,3.42,overcast clouds
570,Redcliffe,AU,-27.2307,153.0973,71.47,61,75,16.11,moderate rain
571,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,69.46,56,71,3.89,broken clouds
572,Bol,TD,13.4586,14.7147,84.54,41,85,11.12,overcast clouds
573,Kailua,US,21.4022,-157.7394,78.78,72,90,10.36,overcast clouds
574,Gamba,GA,-2.65,10.0,77.5,90,100,4.76,light rain
575,Berlevag,NO,70.8578,29.0864,30.2,68,100,16.04,light snow
576,Lorengau,PG,-2.0226,147.2712,80.24,81,47,7.78,scattered clouds
577,Hirara,JP,24.8,125.2833,78.15,71,97,14.29,overcast clouds
578,Tucuman,AR,-26.8241,-65.2226,77.0,50,75,8.05,broken clouds
579,Labuhan,ID,-6.8844,112.2051,81.86,77,100,4.36,overcast clouds
580,Branistea,RO,44.6833,25.5833,54.48,73,85,5.99,overcast clouds
581,Kathmandu,NP,27.7167,85.3167,57.42,88,20,2.3,few clouds
582,Rawlins,US,41.7911,-107.2387,61.23,24,1,29.93,clear sky
583,Georgiyevskoye,RU,58.731,45.024,33.06,83,60,6.55,broken clouds
584,Mendoza,AR,-32.8908,-68.8272,80.13,32,0,6.91,clear sky
585,Rock Hill,US,34.9249,-81.0251,65.79,32,1,12.66,clear sky
586,Muisne,EC,0.6,-80.0333,80.71,79,100,12.71,overcast clouds
587,Shubarkuduk,KZ,49.1447,56.4872,34.84,62,28,6.73,scattered clouds
588,Gotsu,JP,35.0,132.2167,58.69,85,100,6.76,overcast clouds
589,Hue,VN,16.4667,107.6,80.71,83,75,3.44,broken clouds
590,Vieques,PR,18.425,-65.8329,89.85,62,40,13.8,scattered clouds
591,Mananara,MG,-16.1667,49.7667,71.33,92,7,4.52,clear sky
592,Ercis,TR,39.0287,43.3586,37.0,38,10,4.03,clear sky
593,Astana,KZ,51.1801,71.446,21.15,63,0,8.95,clear sky
594,Raudeberg,NO,61.9875,5.1352,41.86,73,100,18.01,overcast clouds
595,Saint-Georges,GD,12.0564,-61.7485,87.48,66,40,20.71,scattered clouds
596,Parthenay,FR,46.6667,-0.4167,49.69,89,35,6.38,scattered clouds
597,Luanda,AO,-8.8368,13.2343,76.6,81,99,15.05,overcast clouds
598,Tengushevo,RU,54.7686,42.7189,37.36,86,93,7.45,overcast clouds
599,Sumbe,AO,-11.2061,13.8437,75.52,83,84,5.57,broken clouds
600,Tsagan Aman,RU,47.5639,46.7218,43.95,81,78,4.03,broken clouds
601,Yaan,NG,7.3833,8.5667,80.24,74,90,5.61,overcast clouds
602,Kutum,SD,14.2,24.6667,75.72,18,1,10.83,clear sky
603,Quijingue,BR,-10.7525,-39.2092,84.22,57,100,2.21,overcast clouds
604,Riverton,US,40.5219,-111.9391,59.5,65,1,1.99,clear sky
605,Iki-Burul,RU,45.8208,44.6472,43.14,86,42,6.08,scattered clouds
606,Biak,ID,-0.9131,122.8766,76.96,84,60,1.79,broken clouds
607,Ampanihy,MG,-24.7,44.75,72.16,70,24,5.86,few clouds
608,Greenwood,US,34.1668,-82.1165,65.8,37,1,4.0,clear sky
609,Seymchan,RU,62.8833,152.4333,7.09,92,99,10.33,overcast clouds
610,Prieska,ZA,-29.6641,22.7474,76.15,13,56,13.69,broken clouds
611,Chardara,KZ,41.2547,67.9692,43.07,31,100,4.54,overcast clouds
612,Husavik,IS,66.0449,-17.3389,31.91,93,100,6.71,light snow
613,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,2.3,moderate rain
614,Linjiang,CN,41.8069,126.9078,48.15,81,100,6.33,moderate rain
615,Karoi,ZW,-16.8099,29.6925,76.57,26,1,6.89,clear sky
616,Derbent,RU,42.0678,48.2899,55.09,63,100,3.87,overcast clouds
617,Timizart,DZ,36.8,4.2667,53.6,89,100,8.72,overcast clouds
618,Quatre Cocos,MU,-20.2078,57.7625,77.11,84,61,13.22,light rain
619,Santa Fe,AR,-31.6333,-60.7,83.01,42,46,3.0,scattered clouds
620,Cairns,AU,-16.9167,145.7667,75.15,95,75,0.0,broken clouds
621,Suntar,RU,62.1444,117.6319,21.6,93,100,10.51,light snow
622,Uyuni,BO,-20.4597,-66.825,66.56,3,46,16.2,scattered clouds
623,Lingao,CN,19.9103,109.6859,74.26,84,1,2.93,light rain
624,Wuda,CN,39.4994,106.7117,16.66,62,0,4.45,clear sky
625,Amapa,BR,1.0,-52.0,84.49,70,83,4.0,moderate rain
626,Jurm,AF,36.8648,70.8342,42.75,38,75,5.79,broken clouds
627,Shache,CN,38.4167,77.2406,32.32,38,6,3.96,clear sky
628,Ninghai,CN,29.2892,121.4247,46.67,76,100,21.43,overcast clouds
629,Le Port,RE,-20.9373,55.2919,75.2,92,35,3.56,scattered clouds
630,Sinnamary,GF,5.3833,-52.95,82.6,75,71,11.79,broken clouds
631,Dakar,SN,14.6937,-17.4441,86.88,70,0,13.8,clear sky
632,Tecolutla,MX,20.4833,-97.0167,85.86,75,100,6.22,overcast clouds
633,Safford,US,32.834,-109.7076,79.93,20,1,5.75,clear sky
634,Kununurra,AU,-15.7667,128.7333,80.58,94,99,2.3,overcast clouds
635,Soskovo,RU,52.7475,35.3828,41.25,82,100,13.44,overcast clouds
636,Palimbang,PH,6.2106,124.1894,79.18,83,61,4.07,broken clouds
637,Payo,ID,-3.7508,103.6372,73.87,98,100,1.97,light rain
638,Sirnak,TR,37.5228,42.4594,50.54,36,0,2.1,clear sky
639,Obernkirchen,DE,52.2721,9.1291,47.16,87,87,13.8,overcast clouds
640,Killam,CA,52.7834,-111.8518,44.19,48,98,11.5,overcast clouds
641,Camopi,GF,3.1655,-52.3158,77.43,95,100,3.98,overcast clouds
642,Blyth,GB,55.1271,-1.5086,48.07,72,0,1.01,clear sky
643,La Joya,MX,18.6667,-99.4667,83.39,48,100,4.07,overcast clouds
644,Pierre,US,44.3683,-100.351,62.06,58,1,7.0,clear sky
645,Te Anau,NZ,-45.4167,167.7167,48.96,79,38,1.12,scattered clouds
646,Belyye Berega,RU,53.2085,34.6641,41.18,79,5,10.83,clear sky
647,Esna,EG,25.2934,32.554,78.82,25,0,9.37,clear sky
648,Nacozari,MX,25.3366,-108.2574,88.05,31,0,6.46,clear sky
649,Batemans Bay,AU,-35.7167,150.1833,66.2,94,96,1.39,moderate rain
650,Clyde River,CA,70.4692,-68.5914,16.03,100,90,18.41,light snow
651,Asyut,EG,27.181,31.1837,75.38,38,0,5.84,clear sky
652,Teguise,ES,29.0605,-13.564,64.62,56,0,23.02,clear sky
653,Tottori,JP,35.5,134.2333,57.76,83,100,7.31,overcast clouds
654,Emba,KZ,48.8264,58.1442,36.73,45,100,7.52,overcast clouds
655,Teberda,RU,43.4456,41.7448,44.06,78,9,5.61,clear sky
656,Muscat,OM,23.6139,58.5922,78.82,53,17,11.21,few clouds
657,Acarau,BR,-2.8856,-40.12,84.81,65,65,17.11,broken clouds
658,Anloga,GH,5.7947,0.8973,84.42,78,100,9.6,overcast clouds
659,Victoria,HK,22.2855,114.1577,69.94,93,98,24.0,light rain
660,Hervey Bay,AU,-25.2986,152.8535,72.03,83,100,18.48,light rain
661,Saint-Pierre,RE,-21.3393,55.4781,74.88,80,0,17.27,clear sky
662,Wanning,CN,18.8003,110.3967,72.72,88,6,7.67,clear sky
663,Port Keats,AU,-14.25,129.55,82.51,73,100,3.09,overcast clouds
664,Damara,CF,4.9608,18.7035,72.54,93,100,2.01,light rain
665,Bay Roberts,CA,47.5999,-53.2648,50.32,75,38,8.01,scattered clouds
666,Sotnikovo,RU,51.8845,107.4791,21.29,73,40,4.47,scattered clouds
667,Breves,BR,-1.6822,-50.4803,89.35,52,97,3.09,overcast clouds
668,Mao,ES,39.8885,4.2658,54.16,87,75,17.27,broken clouds
669,Tiznit,MA,29.5833,-9.5,57.76,50,0,2.13,clear sky
670,Lincoln,US,40.8,-96.667,65.28,58,1,5.01,clear sky
671,Holme,DK,56.1138,10.1725,47.64,94,9,7.2,clear sky
672,Bafq,IR,31.6128,55.4107,54.91,37,44,8.37,scattered clouds
673,Ahipara,NZ,-35.1667,173.1667,60.89,88,9,2.08,clear sky
674,Gbadolite,CD,4.2833,21.0167,72.73,95,99,2.13,light rain
675,Alghero,IT,40.5589,8.3181,59.09,82,20,2.3,few clouds
676,Pattoki,PK,31.0167,73.85,69.62,25,0,4.59,clear sky
677,Mandera,KE,3.9366,41.867,87.48,45,42,12.57,scattered clouds
678,Maningrida,AU,-12.0667,134.2667,81.0,73,53,3.49,broken clouds
679,Oka,CA,45.4649,-74.0889,55.94,49,4,1.99,clear sky
680,Aswan,EG,24.0934,32.907,85.3,20,0,10.36,clear sky
681,Buena Vista,US,43.4203,-83.8986,64.92,56,1,10.36,clear sky
682,Thinadhoo,MV,0.5333,72.9333,83.03,70,17,15.41,few clouds
683,Salinas,US,36.6777,-121.6555,62.19,55,1,6.91,clear sky
684,Kaeo,NZ,-35.1,173.7833,60.33,95,17,1.9,few clouds
685,Grants,US,35.1473,-107.8514,64.63,20,1,3.44,clear sky
686,Sibolga,ID,1.7427,98.7792,75.45,92,100,1.54,overcast clouds
687,Bedele,ET,8.456,36.353,56.43,94,100,3.09,light rain
688,Kuznechnoye,RU,61.12,29.8686,37.0,83,100,7.02,light rain
689,Evans,US,33.5337,-82.1307,66.56,50,1,5.99,clear sky
690,Pemagatsel,BT,27.0319,91.4266,48.54,79,72,5.14,broken clouds
691,Oxford,GB,51.7522,-1.256,48.38,77,0,5.75,clear sky
692,Mitu,CO,1.1983,-70.1733,76.24,87,98,3.65,overcast clouds
693,Wladyslawowo,PL,54.7909,18.4009,45.95,83,54,18.9,broken clouds
694,Canakkale,TR,40.0833,26.8333,61.41,98,100,5.08,overcast clouds
695,Vagur,FO,61.4732,-6.8119,45.57,73,100,8.23,overcast clouds
696,Lubumbashi,CD,-11.6609,27.4794,72.01,34,4,1.3,clear sky
697,Grenville,GD,12.1167,-61.6167,87.85,73,11,16.4,few clouds
698,Balykshi,KZ,47.0667,51.8667,35.6,60,40,8.95,scattered clouds
699,Contamana,PE,-7.3333,-75.0167,95.0,36,99,7.36,overcast clouds
700,Evensk,RU,61.95,159.2333,15.87,89,100,8.1,overcast clouds
701,Udachnyy,RU,66.4167,112.4,19.31,87,100,16.78,overcast clouds
