City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Gravdal,NO,2021-11-05 21:19:34,68.1214,13.5031,39.09,100,75,10.36
292,Esperance,AU,2021-11-05 21:19:34,-33.8667,121.9,56.01,62,100,11.88
293,Constitucion,CL,2021-11-05 21:19:35,-35.3333,-72.4167,60.93,61,0,13.11
294,Ixtapa,MX,2021-11-05 21:19:35,20.7,-105.2,85.23,78,77,5.99
295,Zaozerne,UA,2021-11-05 21:19:36,45.1582,33.2787,57.94,80,61,4.5
296,Nhulunbuy,AU,2021-11-05 21:19:36,-12.2333,136.7667,77.61,83,21,0.0
297,Tayga,RU,2021-11-05 21:19:36,56.06,85.6197,23.25,92,100,15.93
298,Banos,EC,2021-11-05 21:19:37,-1.4,-78.4167,78.01,83,100,4.79
299,Gweta,BW,2021-11-05 21:19:37,-20.1833,25.2333,81.34,42,63,13.76
300,Fare,PF,2021-11-05 21:19:37,-16.7,-151.0167,79.39,74,91,9.64
301,Sungairaya,ID,2021-11-05 21:19:37,0.7,108.9,78.08,87,100,0.96
302,Abu Samrah,SY,2021-11-05 21:19:38,35.3029,37.1841,65.66,38,15,1.34
303,Sao Jose Da Coroa Grande,BR,2021-11-05 21:19:38,-8.8978,-35.1478,79.57,84,66,13.58
304,Boa Vista,BR,2021-11-05 21:16:00,2.8197,-60.6733,93.18,40,20,9.22
305,Cairns,AU,2021-11-05 21:19:18,-16.9167,145.7667,77.07,84,23,8.05
306,Puerto Suarez,BO,2021-11-05 21:19:39,-18.95,-57.8,97.36,46,20,0.0
307,Chester,US,2021-11-05 21:19:39,40.1254,-75.8749,51.57,48,1,4.61
308,Bontang,ID,2021-11-05 21:15:58,0.1333,117.5,76.66,89,56,2.71
309,Fortuna,US,2021-11-05 21:19:40,40.5982,-124.1573,55.42,68,100,5.99
310,Cap Malheureux,MU,2021-11-05 21:19:40,-19.9842,57.6142,75.69,82,3,1.99
311,Karratha,AU,2021-11-05 21:19:40,-20.7377,116.8463,77.81,59,10,9.91
312,Iralaya,HN,2021-11-05 21:18:15,15.0,-83.2333,80.69,83,82,12.86
313,Morgan City,US,2021-11-05 21:19:41,29.6994,-91.2068,58.03,75,100,8.23
314,Wagar,SD,2021-11-05 21:19:41,16.1525,36.2032,83.17,40,8,9.62
315,Kuloy,RU,2021-11-05 21:19:41,61.0305,42.4925,47.05,89,100,12.62
316,Jamkhed,IN,2021-11-05 21:19:42,18.7362,75.3121,75.4,52,98,8.52
317,Otukpo,NG,2021-11-05 21:19:42,7.1913,8.1329,76.87,85,56,4.94
318,Houston,US,2021-11-05 21:15:00,29.7633,-95.3633,67.14,53,1,1.99
319,Timra,SE,2021-11-05 21:19:43,62.487,17.3257,37.67,91,40,2.3
320,Banjar,ID,2021-11-05 21:19:43,-8.19,114.9675,78.66,81,100,2.66
321,Camabatela,AO,2021-11-05 21:19:44,-8.1881,15.375,65.08,94,72,2.15
322,Grand-Santi,GF,2021-11-05 21:19:04,4.25,-54.3833,78.06,87,65,5.19
323,Chinsali,ZM,2021-11-05 21:19:44,-10.5414,32.0816,72.86,31,18,7.83
324,Kamenka,RU,2021-11-05 21:17:35,51.3223,42.7678,45.7,74,100,15.1
325,Miri,MY,2021-11-05 21:20:44,4.4148,114.0089,77.14,94,40,3.44
326,Harper,LR,2021-11-05 21:20:45,4.375,-7.7169,78.89,85,34,7.23
327,Half Moon Bay,US,2021-11-05 21:15:49,37.4636,-122.4286,69.91,66,1,1.99
328,Saint-Denis,FR,2021-11-05 21:20:45,48.9167,2.3333,47.1,81,20,3.44
329,Havoysund,NO,2021-11-05 21:20:46,70.9963,24.6622,35.83,88,100,9.1
330,Sokol,RU,2021-11-05 21:20:46,59.4617,40.1206,48.7,84,100,15.64
331,Arman,RU,2021-11-05 21:20:46,59.7,150.1667,23.43,95,100,6.24
332,Waipawa,NZ,2021-11-05 21:20:47,-41.4122,175.5153,53.02,96,100,10.02
333,Ornskoldsvik,SE,2021-11-05 21:20:47,63.2909,18.7153,36.55,93,100,8.05
334,Mitsamiouli,KM,2021-11-05 21:20:47,-11.3847,43.2844,79.36,77,23,0.76
335,Kulhudhuffushi,MV,2021-11-05 21:20:48,6.6221,73.07,81.48,80,100,15.75
336,Tilichiki,RU,2021-11-05 21:20:48,60.4667,166.1,-0.38,99,75,6.49
337,Adrar,MR,2021-11-05 21:20:48,20.5022,-10.0711,76.28,27,31,8.88
338,Wasilla,US,2021-11-05 21:20:49,61.5814,-149.4394,35.02,85,90,3.44
339,Egvekinot,RU,2021-11-05 21:17:31,66.3167,-179.1667,-7.22,83,2,7.29
340,Xingyi,CN,2021-11-05 21:20:49,24.1877,102.817,52.21,94,21,2.89
341,Chimbote,PE,2021-11-05 21:16:38,-9.0853,-78.5783,67.73,77,66,9.91
342,Makakilo City,US,2021-11-05 21:20:49,21.3469,-158.0858,86.32,57,75,13.8
343,Leningradskiy,RU,2021-11-05 21:20:50,69.3833,178.4167,-7.15,96,95,5.93
344,Ankang,CN,2021-11-05 21:20:50,32.68,109.0172,61.34,86,100,3.18
345,Port Pirie,AU,2021-11-05 21:20:50,-33.1833,138.0167,71.69,54,74,8.86
346,Odessa,UA,2021-11-05 21:16:03,46.4775,30.7326,57.13,100,90,11.18
347,Pevek,RU,2021-11-05 21:20:51,69.7008,170.3133,-13.5,96,21,6.89
348,Leninskoye,KZ,2021-11-05 21:20:51,41.7589,69.3864,30.13,50,0,1.23
349,Carutapera,BR,2021-11-05 21:20:51,-1.195,-46.02,79.61,79,100,5.82
350,Salisbury,GB,2021-11-05 21:20:52,51.0693,-1.7957,49.68,91,90,5.75
351,Tchamba,TG,2021-11-05 21:20:52,9.0333,1.4167,76.26,79,100,1.86
352,Batemans Bay,AU,2021-11-05 21:17:44,-35.7167,150.1833,65.19,94,96,4.5
353,Bowen,AU,2021-11-05 21:20:52,-20.0167,148.2333,78.28,72,86,14.34
354,Kamaishi,JP,2021-11-05 21:17:10,39.2667,141.8833,50.11,85,29,3.96
355,Haileybury,CA,2021-11-05 21:20:53,47.449,-79.6373,46.98,65,78,11.34
356,Tripoli,LY,2021-11-05 21:20:53,32.8752,13.1875,79.7,44,100,4.5
357,Bubaque,GW,2021-11-05 21:20:54,11.2833,-15.8333,83.7,74,61,8.37
358,Nioki,CD,2021-11-05 21:20:54,-2.7167,17.6833,67.96,97,100,2.26
359,Inyonga,TZ,2021-11-05 21:20:54,-6.7167,32.0667,72.18,39,29,4.79
360,Sturgis,US,2021-11-05 21:20:55,41.7992,-85.4192,51.39,31,1,5.75
361,Margate,GB,2021-11-05 21:18:46,51.3813,1.3862,48.06,79,66,1.99
362,Taltal,CL,2021-11-05 21:20:55,-25.4,-70.4833,64.24,68,24,7.27
363,Takoradi,GH,2021-11-05 21:20:55,4.8845,-1.7554,79.2,84,8,5.44
364,Sistranda,NO,2021-11-05 21:18:44,63.7256,8.834,42.76,63,100,30.36
365,Barcelos,PT,2021-11-05 21:20:56,41.5388,-8.6151,51.85,80,3,6.64
366,Okha,RU,2021-11-05 21:20:56,53.5739,142.9478,33.53,88,100,13.0
367,Quthing,LS,2021-11-05 21:20:57,-30.4,27.7003,68.13,23,100,2.73
368,Olafsvik,IS,2021-11-05 21:20:57,64.8945,-23.7142,39.24,70,54,8.55
369,Isangel,VU,2021-11-05 21:20:57,-19.55,169.2667,77.11,79,100,10.83
370,Yining,CN,2021-11-05 21:20:58,29.0361,114.5636,64.99,98,92,2.06
371,Mayahi,NE,2021-11-05 21:20:58,13.9553,7.6712,86.25,13,100,10.18
372,Inongo,CD,2021-11-05 21:20:58,-1.95,18.2667,72.39,92,89,3.36
373,Lesnoy,RU,2021-11-05 21:21:59,57.6198,63.0784,32.25,84,33,10.49
374,Campagna,IT,2021-11-05 21:21:59,40.6653,15.1059,60.04,92,96,8.21
375,Hirado,JP,2021-11-05 21:21:59,33.3597,129.5531,59.36,63,100,14.45
376,Slave Lake,CA,2021-11-05 21:22:00,55.2834,-114.769,39.18,93,90,4.61
377,Cayenne,GF,2021-11-05 21:22:00,4.9333,-52.3333,82.44,87,75,4.0
378,Eureka,US,2021-11-05 21:22:00,40.8021,-124.1637,55.67,94,100,1.99
379,Kichera,RU,2021-11-05 21:22:01,55.9375,110.0997,9.9,94,100,4.32
380,Shelburne,CA,2021-11-05 21:22:01,44.0787,-80.2041,44.56,61,26,9.06
381,Luanda,AO,2021-11-05 21:22:02,-8.8368,13.2343,78.8,78,40,8.05
382,Te Anau,NZ,2021-11-05 21:22:03,-45.4167,167.7167,54.54,75,98,0.13
383,Mackay,AU,2021-11-05 21:22:03,-21.15,149.2,79.68,71,25,10.8
384,Fort Nelson,CA,2021-11-05 21:22:04,58.8053,-122.7002,33.39,93,90,5.75
385,Itoman,JP,2021-11-05 21:22:04,26.1247,127.6694,77.02,69,75,19.57
386,Pangoa,PE,2021-11-05 21:22:04,-12.1167,-73.0,75.96,90,100,0.78
387,Inuvik,CA,2021-11-05 21:22:05,68.3499,-133.7218,21.24,90,90,6.91
388,Rancho Palos Verdes,US,2021-11-05 21:22:05,33.7445,-118.387,89.58,82,20,1.01
389,Campos Do Jordao,BR,2021-11-05 21:22:05,-22.7394,-45.5914,71.74,87,24,2.91
390,Narsaq,GL,2021-11-05 21:22:06,60.9167,-46.05,28.62,91,100,7.29
391,Paraiso,CR,2021-11-05 21:22:06,9.8383,-83.8656,72.41,84,90,2.91
392,Carnarvon,AU,2021-11-05 21:22:06,-24.8667,113.6333,64.47,77,75,18.41
393,Turukhansk,RU,2021-11-05 21:18:10,65.8167,87.9833,-0.31,100,100,3.42
394,Alihe,CN,2021-11-05 21:22:07,50.5667,123.7167,16.88,29,93,9.42
395,Quang Ngai,VN,2021-11-05 21:22:07,15.1167,108.8,73.06,90,29,3.69
396,Miranda,CO,2021-11-05 21:22:07,3.2499,-76.2281,82.53,77,68,1.59
397,Bonavista,CA,2021-11-05 21:22:08,48.6499,-53.1147,39.11,70,100,5.06
398,Guerrero Negro,MX,2021-11-05 21:22:08,27.9769,-114.0611,79.32,44,97,8.46
399,Mackenzie,CA,2021-11-05 21:22:09,55.2999,-123.1698,35.82,100,90,2.3
400,Alofi,NU,2021-11-05 21:17:32,-19.0595,-169.9187,80.49,69,98,12.66
401,Baykit,RU,2021-11-05 21:22:09,61.67,96.37,17.65,94,100,7.7
402,Odweyne,SO,2021-11-05 21:22:09,9.4092,45.064,70.07,31,3,9.62
403,Novichikha,RU,2021-11-05 21:22:10,52.204,81.3877,18.16,80,94,19.84
404,Shirokovskiy,RU,2021-11-05 21:22:10,58.8424,57.7832,31.95,91,100,9.31
405,Chicama,PE,2021-11-05 21:22:11,-7.8447,-79.1469,64.94,67,85,10.04
406,Sibolga,ID,2021-11-05 21:22:11,1.7427,98.7792,75.88,89,100,1.54
407,Det Udom,TH,2021-11-05 21:22:11,14.906,105.0784,75.02,86,42,2.66
408,Mocuba,MZ,2021-11-05 21:22:12,-16.8392,36.9856,72.03,89,1,2.77
409,Gat,IL,2021-11-05 21:22:12,31.61,34.7642,72.39,63,0,2.21
410,Hambantota,LK,2021-11-05 21:22:12,6.1241,81.1185,78.15,83,99,11.03
411,Facaeni,RO,2021-11-05 21:22:13,44.5667,27.9,60.12,69,98,3.71
412,Sokoni,TZ,2021-11-05 21:22:13,-6.4333,39.55,79.3,77,8,10.6
413,Zabaykalsk,RU,2021-11-05 21:22:13,49.6333,117.3167,7.81,52,50,12.48
414,High Rock,BS,2021-11-05 21:22:14,26.6208,-78.2833,69.82,80,100,9.24
415,Freeport,US,2021-11-05 21:22:14,40.6576,-73.5832,54.23,44,1,1.01
416,Inhambane,MZ,2021-11-05 21:22:14,-23.865,35.3833,74.68,87,5,14.05
417,Batagay-Alyta,RU,2021-11-05 21:22:15,67.8006,130.4114,-9.99,84,61,6.82
418,Wawa,NG,2021-11-05 21:23:15,9.9022,4.4192,82.49,48,99,2.35
419,Wilmington,US,2021-11-05 21:22:03,34.2257,-77.9447,51.71,55,1,11.5
420,Haines Junction,CA,2021-11-05 21:23:16,60.7522,-137.5108,28.35,86,98,0.0
421,Katobu,ID,2021-11-05 21:23:16,-4.9408,122.5276,76.1,92,100,1.77
422,Biloela,AU,2021-11-05 21:23:16,-24.4167,150.5,70.5,71,11,6.2
423,Petatlan,MX,2021-11-05 21:23:17,17.5167,-101.2667,84.18,69,97,5.08
424,Matagami,CA,2021-11-05 21:23:17,49.7502,-77.6328,42.91,70,1,10.36
425,Tianpeng,CN,2021-11-05 21:23:17,30.9866,103.9393,59.47,83,100,5.12
426,Praia Da Vitoria,PT,2021-11-05 21:23:18,38.7333,-27.0667,70.05,88,40,23.51
427,Lang Son,VN,2021-11-05 21:23:18,21.8333,106.7333,69.73,97,50,3.4
428,Demba,CD,2021-11-05 21:23:18,-5.51,22.2667,69.3,89,32,2.21
429,Rio Bananal,BR,2021-11-05 21:23:19,-19.265,-40.3333,72.82,86,84,7.96
430,Chake Chake,TZ,2021-11-05 21:23:19,-5.2459,39.7666,76.26,85,4,6.8
431,Sakaraha,MG,2021-11-05 21:23:19,-22.9,44.5333,67.89,50,0,4.12
432,Saint Anthony,US,2021-11-05 21:23:20,45.0205,-93.218,61.12,54,1,8.99
433,Yatou,CN,2021-11-05 21:23:20,37.15,122.3833,57.56,71,98,6.49
434,Pingdu,CN,2021-11-05 21:23:20,36.7844,119.9464,56.64,80,100,8.08
435,Mvuma,ZW,2021-11-05 21:23:21,-19.2792,30.5283,71.58,31,71,5.37
436,Amursk,RU,2021-11-05 21:23:21,50.2261,136.8994,35.71,89,100,8.19
437,Yingcheng,CN,2021-11-05 21:23:22,30.95,113.55,64.45,85,76,8.52
438,Gurupi,BR,2021-11-05 21:23:22,-11.7292,-49.0686,75.56,86,100,4.7
439,Palmer,US,2021-11-05 21:20:33,42.1584,-72.3287,49.64,42,20,1.01
440,Goderich,CA,2021-11-05 21:23:22,43.7501,-81.7165,49.91,57,22,11.5
441,Belogorsk,RU,2021-11-05 21:23:23,50.9158,128.4611,24.37,55,100,12.03
442,Aksarka,RU,2021-11-05 21:23:23,66.5606,67.7975,21.16,98,100,6.58
443,Morondava,MG,2021-11-05 21:23:23,-20.2833,44.2833,75.76,71,0,14.83
444,Lazaro Cardenas,MX,2021-11-05 21:19:35,17.9583,-102.2,83.17,70,81,9.44
445,Along,IN,2021-11-05 21:23:24,28.1667,94.7667,55.08,74,43,1.81
446,Vila Franca Do Campo,PT,2021-11-05 21:23:24,37.7167,-25.4333,71.2,86,100,18.28
447,Howard,US,2021-11-05 21:23:24,39.2504,-76.933,52.72,44,7,6.46
448,Atmakur,IN,2021-11-05 21:23:25,15.8833,78.5833,70.38,93,99,5.19
449,Nyurba,RU,2021-11-05 21:23:25,63.2842,118.3319,12.69,92,100,13.0
450,Bandar-E Anzali,IR,2021-11-05 21:23:25,37.4727,49.4622,56.91,79,100,2.33
451,Dillon,US,2021-11-05 21:23:26,34.4166,-79.3712,53.58,34,100,12.06
452,Zemio,CF,2021-11-05 21:23:26,5.0314,25.1361,71.71,84,28,2.57
453,Virginia Beach,US,2021-11-05 21:21:54,36.8529,-75.978,53.02,54,75,1.01
454,Moranbah,AU,2021-11-05 21:23:26,-22.0016,148.0466,73.8,68,2,13.85
455,Reitz,ZA,2021-11-05 21:23:27,-27.8014,28.4273,57.6,84,60,2.82
456,Tessalit,ML,2021-11-05 21:23:27,20.1986,1.0114,85.87,13,0,6.53
457,Nassau,US,2021-11-05 21:21:58,40.7507,-73.5829,53.91,48,1,1.01
458,Dongsheng,CN,2021-11-05 21:23:28,39.8161,109.9776,24.58,89,100,27.56
459,Qasigiannguit,GL,2021-11-05 21:23:28,68.8193,-51.1922,25.05,72,12,7.18
460,Illela,NG,2021-11-05 21:23:28,13.7292,5.2975,86.9,16,100,9.71
461,Pasighat,IN,2021-11-05 21:23:29,28.0667,95.3333,61.47,66,40,2.98
462,Atar,MR,2021-11-05 21:23:29,20.5169,-13.0499,82.06,22,7,8.12
463,Raudeberg,NO,2021-11-05 21:23:29,61.9875,5.1352,46.2,83,82,4.0
464,Yantai,CN,2021-11-05 21:23:30,37.5333,121.4,57.0,73,100,5.12
465,Solano,US,2021-11-05 21:24:30,38.2333,-121.9511,68.25,56,1,12.66
466,Gamba,GA,2021-11-05 21:24:30,-2.65,10.0,77.27,86,100,4.88
467,Londoko,RU,2021-11-05 21:24:31,49.0333,131.9833,35.15,91,68,0.83
468,Bambous Virieux,MU,2021-11-05 21:24:31,-20.3428,57.7575,75.45,88,40,6.91
469,Sholapur,IN,2021-11-05 21:24:32,17.6833,75.9167,73.81,68,51,10.69
470,Sept-Iles,CA,2021-11-05 21:22:02,50.2001,-66.3821,37.06,56,75,5.01
471,Villa Rica,US,2021-11-05 21:21:37,33.7321,-84.9191,54.43,70,100,7.76
472,Itaueira,BR,2021-11-05 21:24:33,-7.6033,-43.0256,83.97,56,93,3.56
473,Gigmoto,PH,2021-11-05 21:24:33,13.7796,124.39,79.9,86,90,4.29
474,Sarangani,PH,2021-11-05 21:24:33,5.4033,125.4636,84.18,72,51,11.72
475,Manakara,MG,2021-11-05 21:24:34,-22.1333,48.0167,71.62,81,100,7.43
476,Bacolod,PH,2021-11-05 21:24:34,10.6667,122.95,76.98,86,70,3.51
477,Nara,JP,2021-11-05 21:21:20,34.6851,135.8049,54.68,74,3,1.95
478,Mehamn,NO,2021-11-05 21:24:35,71.0357,27.8492,35.78,93,0,2.3
479,Derzhavinsk,KZ,2021-11-05 21:24:35,51.1,66.3167,25.99,29,99,13.98
480,Bundaberg,AU,2021-11-05 21:24:35,-24.85,152.35,77.22,67,75,1.01
481,Konevo,RU,2021-11-05 21:24:36,62.1215,39.3192,45.73,91,99,11.88
482,Nemuro,JP,2021-11-05 21:24:36,43.3236,145.575,46.58,69,15,8.32
483,Razole,IN,2021-11-05 21:24:36,16.4833,81.8333,73.65,93,100,4.41
484,Tongliao,CN,2021-11-05 21:24:37,43.6125,122.2653,32.61,41,14,17.98
485,Kalmunai,LK,2021-11-05 21:24:37,7.4167,81.8167,78.96,81,96,0.6
486,Calbuco,CL,2021-11-05 21:24:37,-41.768,-73.1273,60.01,73,0,16.49
487,Udachnyy,RU,2021-11-05 21:24:38,66.4167,112.4,2.46,91,8,11.52
488,Farmington,US,2021-11-05 21:24:38,36.7281,-108.2187,71.85,23,1,12.66
489,Port Hardy,CA,2021-11-05 21:24:38,50.6996,-127.4199,44.6,87,90,8.05
490,Wellington,NZ,2021-11-05 21:24:39,-41.2866,174.7756,55.65,94,75,5.01
491,Costa Rica,BR,2021-11-05 21:24:39,-23.4167,-54.65,78.84,77,48,4.27
492,Tranas,SE,2021-11-05 21:24:39,58.0372,14.9782,41.99,87,56,9.75
493,Las Palmas,ES,2021-11-05 21:24:40,28.4204,-14.0131,65.19,60,40,21.85
494,Lethem,GY,2021-11-05 21:24:40,3.3803,-59.7968,88.84,48,85,10.16
495,Tabuny,RU,2021-11-05 21:24:40,52.7773,78.7896,19.09,78,99,14.16
496,Gondanglegi,ID,2021-11-05 21:24:41,-7.7479,112.0132,75.88,86,100,3.49
497,Presidente Epitacio,BR,2021-11-05 21:24:41,-21.7633,-52.1156,89.15,44,99,5.93
498,Sandnessjoen,NO,2021-11-05 21:24:41,66.0217,12.6316,39.18,87,75,9.22
499,Mogadishu,SO,2021-11-05 21:24:42,2.0371,45.3438,78.51,82,7,9.73
500,Stratford,US,2021-11-05 21:24:42,41.1845,-73.1332,53.33,47,4,1.01
501,Lufilufi,WS,2021-11-05 21:24:43,-13.8745,-171.5986,83.98,80,99,17.36
502,Jacqueville,CI,2021-11-05 21:24:43,5.2052,-4.4146,82.31,83,19,9.64
503,Kloulklubed,PW,2021-11-05 21:24:43,7.0419,134.2556,79.3,73,16,9.8
504,Sardinia,GR,2021-11-05 21:24:44,38.8833,21.2,63.52,59,100,4.29
505,Payakumbuh,ID,2021-11-05 21:24:44,-0.2202,100.6308,68.9,95,100,3.42
506,Port Keats,AU,2021-11-05 21:24:44,-14.25,129.55,82.35,76,77,0.96
507,Broome,US,2021-11-05 21:24:45,42.2506,-75.833,46.65,59,20,1.99
508,Ketchikan,US,2021-11-05 21:22:38,55.3422,-131.6461,48.67,66,90,20.71
509,Sergiyevsk,RU,2021-11-05 21:24:45,53.9413,51.165,35.15,51,100,15.1
510,Hervey Bay,AU,2021-11-05 21:25:46,-25.2986,152.8535,77.04,74,56,8.97
511,Suez,EG,2021-11-05 21:25:46,29.9737,32.5263,68.68,88,0,10.45
512,Kodino,RU,2021-11-05 21:25:46,63.7198,39.6447,45.16,88,100,10.94
513,Lenart,SI,2021-11-05 21:25:47,46.5761,15.8313,45.48,81,0,4.61
514,Mgandu,TZ,2021-11-05 21:25:47,-5.95,34.1333,70.39,35,74,8.93
515,Hauterive,FR,2021-11-05 21:25:47,46.0901,3.4459,46.18,93,86,3.22
516,Gold Coast,AU,2021-11-05 21:25:06,-28.0,153.4333,69.78,91,90,4.61
517,Richards Bay,ZA,2021-11-05 21:25:48,-28.783,32.0377,73.63,82,100,3.58
518,Tiksi,RU,2021-11-05 21:25:48,71.6872,128.8694,4.95,78,100,26.4
519,Los Llanos De Aridane,ES,2021-11-05 21:25:48,28.6585,-17.9182,64.13,77,40,5.99
520,College,US,2021-11-05 21:25:49,64.8569,-147.8028,27.9,79,75,0.0
521,Honiara,SB,2021-11-05 21:25:49,-9.4333,159.95,82.62,72,47,1.59
522,Cuamba,MZ,2021-11-05 21:25:49,-14.8031,36.5372,79.81,31,7,3.58
523,Lubango,AO,2021-11-05 21:25:50,-14.9172,13.4925,68.97,55,88,3.06
524,Nakamura,JP,2021-11-05 21:25:50,32.9833,132.9333,53.29,78,98,2.13
525,Mizdah,LY,2021-11-05 21:25:50,31.4451,12.9801,78.01,16,100,10.87
526,Qesarya,IL,2021-11-05 21:25:51,32.5189,34.9046,71.24,54,0,10.76
527,Huarmey,PE,2021-11-05 21:25:51,-10.0681,-78.1522,69.8,73,13,10.02
528,Presidencia Roque Saenz Pena,AR,2021-11-05 21:25:51,-26.7852,-60.4388,54.18,94,100,14.12
529,Marrakesh,MA,2021-11-05 21:22:19,31.6315,-8.0083,59.07,41,0,9.22
530,Saint-Ambroise,CA,2021-11-05 21:25:52,48.5501,-71.3324,41.49,64,35,4.97
531,Whitianga,NZ,2021-11-05 21:21:20,-36.8333,175.7,62.49,82,59,10.11
532,Saldanha,ZA,2021-11-05 21:25:52,-33.0117,17.9442,55.45,73,2,11.59
533,Trairi,BR,2021-11-05 21:20:57,-3.2778,-39.2689,80.96,79,99,10.69
534,Waddan,LY,2021-11-05 21:25:53,29.1614,16.139,76.01,25,7,10.07
535,Skjervoy,NO,2021-11-05 21:25:53,70.0311,20.9714,39.78,77,100,3.69
536,Walvis Bay,NA,2021-11-05 21:25:53,-22.9575,14.5053,61.93,73,7,14.34
537,Dalbandin,PK,2021-11-05 21:24:08,28.8947,64.4101,60.57,35,0,9.53
538,Tuatapere,NZ,2021-11-05 21:25:54,-46.1333,167.6833,55.81,55,99,3.27
539,Marsh Harbour,BS,2021-11-05 21:25:54,26.5412,-77.0636,77.77,80,100,9.53
540,Dingle,PH,2021-11-05 21:25:54,10.9995,122.6711,75.47,92,96,4.63
541,Bratsk,RU,2021-11-05 21:25:55,56.1325,101.6142,18.09,63,100,14.7
542,Lilburn,US,2021-11-05 21:21:26,33.8901,-84.143,54.32,64,1,3.44
543,Huntsville,US,2021-11-05 21:24:12,34.7304,-86.5861,56.95,75,90,5.99
544,Lushnje,AL,2021-11-05 21:25:55,40.9419,19.705,64.58,69,86,11.12
545,Beyneu,KZ,2021-11-05 21:25:56,45.3167,55.2,32.9,58,3,10.36
546,Sain Alto,MX,2021-11-05 21:25:56,23.5833,-103.25,69.22,33,2,6.73
547,Surgut,RU,2021-11-05 21:25:56,61.25,73.4167,32.18,100,75,11.18
548,Khandbari,NP,2021-11-05 21:25:57,27.3747,87.2039,55.81,73,98,2.8
549,Upata,VE,2021-11-05 21:25:57,8.0086,-62.3989,80.13,67,100,6.26
550,Novobirilyussy,RU,2021-11-05 21:25:57,56.9514,90.6661,20.75,92,100,14.09
551,Mokhsogollokh,RU,2021-11-05 21:25:58,61.4681,128.9203,5.41,87,100,8.39
552,Padang,ID,2021-11-05 21:25:58,-0.9492,100.3543,75.25,87,100,4.25
553,Quatre Cocos,MU,2021-11-05 21:25:58,-20.2078,57.7625,75.31,87,28,12.88
554,Teguldet,RU,2021-11-05 21:25:59,57.3064,88.1667,23.22,89,100,15.55
555,Mongoumba,CF,2021-11-05 21:25:59,3.6415,18.5936,74.77,86,52,3.04
556,Ndele,CF,2021-11-05 21:27:00,8.4109,20.6473,75.34,72,46,2.73
557,Hoquiam,US,2021-11-05 21:27:00,46.9809,-123.8893,55.92,69,90,8.05
558,Shubarkuduk,KZ,2021-11-05 21:27:00,49.1447,56.4872,27.68,19,87,7.27
559,Acapulco,MX,2021-11-05 21:25:44,16.8634,-99.8901,83.43,69,100,5.23
560,Muli,MV,2021-11-05 21:27:01,2.9167,73.5667,82.33,76,100,17.0
561,Champerico,GT,2021-11-05 21:27:01,14.3,-91.9167,90.14,73,100,5.57
562,Jamshedpur,IN,2021-11-05 21:27:02,22.8,86.1833,64.35,60,61,2.82
563,Dergachi,RU,2021-11-05 21:27:02,51.2328,48.7659,36.57,41,97,14.45
564,Whitehorse,CA,2021-11-05 21:27:02,60.7161,-135.0538,35.02,80,75,10.0
565,Inegol,TR,2021-11-05 21:27:03,40.0781,29.5133,49.28,47,14,3.65
566,Nanortalik,GL,2021-11-05 21:27:03,60.1432,-45.2371,33.17,79,99,6.62
567,Alta,NO,2021-11-05 21:27:04,69.9689,23.2717,33.06,85,75,2.3
568,Teguise,ES,2021-11-05 21:27:04,29.0605,-13.564,64.62,60,75,12.66
569,Tieli,CN,2021-11-05 21:27:05,46.95,128.05,37.17,79,100,12.86
570,Ballina,AU,2021-11-05 21:27:05,-28.8667,153.5667,63.79,95,90,4.61
571,Erenhot,CN,2021-11-05 21:27:05,43.6475,111.9767,14.72,92,100,14.9
572,Meulaboh,ID,2021-11-05 21:27:06,4.1363,96.1285,75.18,93,100,5.08
573,Saint-Joseph,RE,2021-11-05 21:27:06,-21.3667,55.6167,70.47,75,0,5.21
574,Seidu,SL,2021-11-05 21:27:06,9.0167,-10.6,70.92,90,100,1.12
575,Tual,ID,2021-11-05 21:27:07,-5.6667,132.75,83.14,74,89,1.86
576,Lodja,CD,2021-11-05 21:27:07,-3.4833,23.4333,70.72,87,93,2.48
577,Esna,EG,2021-11-05 21:27:07,25.2934,32.554,77.04,38,0,7.85
578,Hovd,MN,2021-11-05 21:27:08,48.0056,91.6419,11.59,31,8,1.88
579,Soyo,AO,2021-11-05 21:27:08,-6.1349,12.3689,78.21,84,87,8.3
580,West Plains,US,2021-11-05 21:27:09,36.7281,-91.8524,56.61,38,1,1.01
581,Santa Cruz De Tenerife,ES,2021-11-05 21:27:09,28.4682,-16.2546,71.22,79,75,5.01
582,Amga,RU,2021-11-05 21:27:09,60.8953,131.9608,4.93,91,100,7.09
